index,GSM1050643,GSM1050644,GSM1050645,GSM1050646,GSM1050647,GSM1050648,GSM1050649,GSM1050650,GSM1050651,GSM1050652,GSM1050653,GSM1050654,GSM1050655,GSM1050656,GSM1050657,GSM1050658,GSM1050659,GSM1050660,GSM1050661,GSM1050662,GSM1050663,GSM1050664,GSM1050665,GSM1050666,GSM1050667
AC084219.3,4.888789,4.615728,4.481957,4.740639,4.299084,4.878073,4.871382,4.464941,4.759235,4.5506,4.593855,4.444533,4.400334,4.502347,4.737793,4.605905,4.912848,4.641687,4.872865,4.698989,4.491989,4.772577,4.529335,4.149792,4.365303
AC104537.2 /// TCEB1P28,4.924411,4.327604,4.354728,4.637154,4.2201,4.33544,4.395231,4.117074,4.306485,4.293401,4.217091,4.278919,4.327604,4.388176,4.327604,4.327604,4.32054,4.479239,4.523271,4.333265,4.359765,4.394641,4.224575,4.319301,3.945802
AC128677.4 /// CH17-132F21.1 /// IGKV1OR-1 /// IGKV1OR-1 /// IGKV1OR10-1 /// IGKV1OR10-1 /// IGKV1OR2-2,7.669953,7.096453,7.371627,7.14218,8.212919,8.953129,7.377901,6.774163,7.973914,8.531098,7.638506,7.941167,7.207069,9.861922,7.190898,7.269216,7.195818,7.575449,9.272421,7.153244,6.70039,7.996545,7.029983,6.981775,9.306718
ACAA1,13.5443,13.172205,14.904444,13.787977999999999,13.34254,12.536664,12.07431,14.86645,13.427892,15.277759,14.17953,13.332156999999999,14.087196,13.774995,15.235557,14.490612,14.013622999999999,14.378943,14.336037,13.605144,14.611916999999998,14.578593,14.612708999999999,13.689301,13.847885000000002
ACAA2,13.602344,13.899022,13.620363000000001,13.481983,13.869003,13.679196999999998,13.245187,13.000615,12.431197000000001,14.727727000000002,13.681112,14.321845,13.443874,13.719998,13.165918,13.142758,14.282302000000001,14.405222000000002,13.938609,13.626543999999999,13.411939,12.694571,13.971131999999999,14.014586,11.477792
ACACA,14.148224,13.375848999999999,14.61572,12.518142000000001,14.164514,13.283156,15.530800000000001,15.051704999999998,14.265277000000001,15.122709,13.352184,13.934516,14.589395,13.029630000000001,15.306086,13.385688,12.777109,15.571791999999999,15.907266,13.532079,13.826414,13.618136,14.956604,14.463709000000001,15.755806
ACACB,26.086451,20.582759,19.818026,21.378943999999997,21.54384,21.917091,21.321798,21.714247,21.036887,20.463224,22.487106,25.335324999999997,20.310217,22.521075,21.053797,20.482010000000002,21.856175,21.095909,21.51594,21.269968,21.518646,21.42566,21.229478999999998,23.781876999999998,20.599394
ACAD10,6.801121,6.001858,5.735632,6.08409,5.834304,6.158412,5.782834,6.314507,5.338796,5.927133,6.584451,5.782163,5.929163,5.872695,6.221485,6.26964,6.59966,5.937635,6.004989,6.091516,6.0525,6.01148,5.658048,6.298595,5.619282
ACAD8,4.535465,6.346377,7.248493,6.196195,5.37878,4.49544,5.692236,5.797287,5.52015,5.566146,5.003089,5.365198,5.391362,5.037018,5.953444,5.709002,4.635857,5.760356,4.860478,5.225199,5.242681,5.455219,5.788716,5.375314,5.908032
ACADL,9.380381,8.780676,8.497937,8.786048999999998,8.337615,9.355944999999998,9.322637,8.404419,9.035952,12.430802,8.550589,8.482721,8.73679,8.500764,8.67047,8.709042,8.500416,8.704545,8.584704,8.923895,8.907643,8.938285,8.667374,8.987437,8.507722000000001
ACADM,5.147506,6.332463,6.229016,6.262838,6.276237,6.059596,6.784194,6.163992,6.059596,6.521442,7.37378,6.072214,5.247496,6.265295,5.525432,6.147228,5.752242,6.17329,6.322646,5.605795,5.876069,6.146472,6.151911,6.885808,6.64969
ACADS,7.183112,6.540177,6.36632,6.731091,6.088641,6.827955,6.726412,6.567459,6.258939,6.606806,7.437305,6.391235,6.507491,6.815172,6.792778,6.572532,7.322891,6.901934,6.756982,6.741789,6.563504,6.726138,6.569353,6.887911,6.491459
ACADSB,4.041613,3.458923,3.581257,3.726002,3.671889,3.571746,4.104391,3.948834,3.903389,3.742084,4.080009,3.9038,3.981621,3.4434,3.782563,4.403299,3.644028,3.317709,3.569091,3.725621,3.415002,3.405712,3.718967,4.144048,3.562038
ACADVL,9.104466,8.427424,8.423966,7.830498,8.408525,7.984108,7.585836,9.093532,7.693297,9.000483,8.146963,8.791104,8.408986,7.970303,8.654514,8.270666,7.925927,8.673555,8.430553,7.932469,8.206494,7.982783,8.334451,8.775093,8.115602
ACAN,20.026642000000002,18.910778,18.629530000000003,19.665656,18.28837,20.308716,19.22617,18.158511,18.996543,18.97602,19.472049,18.234731,18.918498,18.933077,19.16554,19.020821,20.393662,19.154802,19.645896,19.303286,19.252129,19.622215,18.532308999999998,19.199530000000003,17.786503
ACAP1,11.430520000000001,11.433804,11.067651,11.23084,11.225995000000001,13.674593000000002,11.205137,11.390153999999999,10.963919,11.769446,12.592766999999998,10.80508,11.095824,12.317810999999999,11.782422,11.485112,13.263663000000001,11.617358,12.057336,11.559688000000001,11.519549,12.214443,11.137212,11.158906,10.962992
ACAP2,9.271441,8.984506,9.265489,9.625221,9.221893999999999,9.994458,9.473726,10.019195,9.278386000000001,9.122486,9.202358,9.317084999999999,8.626825,9.740793,8.889804999999999,9.517323000000001,9.177047,8.477865,8.963973,9.213316,8.443498,8.796897,9.307428,9.408477,10.618902
ACAT1,6.590961,8.135116,9.145282,8.283891,8.688563,7.843862,7.13505,9.298474,7.619091,8.779242,8.088324,7.197153,7.461166,7.614414,8.292852,7.129886,7.803729,8.201273,8.050379,8.650197,6.783438,8.522429,7.574032,8.353841,7.891449
ACAT2,6.142684,6.282297,6.767577,6.724705,7.271842,6.403888,6.240312,6.167943,6.712956,6.458314,6.390734,6.764506,6.545061,6.326419,6.893229,6.366368,6.799096,6.633281,6.618356,6.859236,6.279842,6.864593,7.206535,6.429006,6.355606
ACBD3,13.593648,13.63697,14.901015000000001,14.896759,13.649543999999999,12.076367000000001,13.04363,15.669694,13.652186,13.813768,13.208745,13.657596,13.044743,14.401299,14.141135,14.02589,12.039037,13.466152999999998,14.256212999999999,12.90495,12.725029,13.467243,12.82799,14.390619999999998,15.306128999999999
ACBD4,6.801374,6.445749,6.511338,6.702613,6.536174,6.60602,6.446512,6.484622,6.4257,6.455914,6.794668,6.467179,6.219484,6.490407,6.453652,6.52935,6.99128,6.3893,6.656048,6.28964,6.347567,6.646087,6.247032,6.356683,6.141343
ACD,6.855228,6.453409,6.482036,6.397746,7.000011,6.286067,6.570415,6.202844,6.97943,6.382402,6.703627,6.550297,6.757932,6.373888,6.584761,6.894188,6.37984,6.283825,6.491636,6.444366,6.004394,6.317436,6.510141,6.721334,6.383571
ACE,4.719566,4.718966,4.318576,4.579584,4.542056,4.542802,4.342344,4.494064,4.362953,4.61986,4.573366,4.29327,4.441116,4.438711,4.822868,4.487987,4.827723,4.717359,4.602087,4.6191,4.475514,4.794192,4.371491,4.236384,4.179381
ACE2,8.849126,8.020795,8.16363,8.429363,7.7344729999999995,8.066554,8.858542,7.799044,8.730559,9.401875,7.718545,7.797161,15.178831,7.563597,7.758271000000001,8.086567,8.074645,7.830753,8.290079,8.054426,7.847071,8.527321,8.077036,8.423877,8.555739
ACHE,16.081070999999998,14.796018,13.928211000000001,14.833895000000002,14.054941,15.078394,14.439041,14.259947,14.124497999999999,14.632092,15.155387,13.922825000000001,14.936620999999999,14.760779999999999,18.191088,15.003924000000001,16.121143,15.132617999999999,14.874199999999998,14.933281000000001,14.945863,14.837014,14.193049000000002,14.657379,14.079104000000001
ACIN1,5.874713,6.360496,6.411962,5.59693,6.187472,5.954508,6.023041,5.978364,5.5284,6.474643,6.820835,6.180383,5.765832,6.096193,5.869358,5.978694,5.953429,5.88402,6.039703,6.383873,6.232897,5.79216,7.31286,6.376547,5.756614
ACKR1,6.6535,5.651915,5.365439,6.039779,5.352086,5.779769,5.830004,5.409733,5.646671,5.740503,5.684067,5.636082,5.565565,5.580218,5.885031,5.88521,6.722248,5.598606,5.984168,6.036843,6.080569,5.960142,6.11181,5.942999,5.011397
ACKR2,5.851502,5.578476,5.446274,5.720394,5.2605,5.328118,6.15758,5.255129,5.815444,5.416224,5.697127,5.038911,5.20925,5.45542,5.469389,5.342055,5.542553,5.763298,5.59891,5.663498,5.580605,5.761967,5.063819,5.356315,5.211621
ACKR3,4.861997,4.051277,3.757372,4.284283,5.286188,4.31667,4.352306,4.973588,4.002847,3.923507,6.971617,5.606435,4.297044,3.836282,4.231591,4.547495,4.904346,4.252806,4.467258,4.32437,6.504445,4.133148,3.977512,5.602918,4.050283
ACKR4,3.588008,3.614071,3.713469,3.573145,3.545006,3.752664,3.688836,3.642051,3.619659,3.510024,3.545019,3.703503,3.671072,3.563365,3.582418,3.72295,3.532066,3.491135,3.527881,3.727355,3.750339,3.627269,3.554322,3.813067,3.546956
ACLY,20.355925,25.644109999999998,24.335845,26.896042,23.973409999999998,22.378353,20.954783,23.897136,22.956893,24.219710999999997,21.940170000000002,23.616646,31.742156,22.15505,25.475089,24.117535,21.802408,23.157248000000003,24.940542999999998,23.12435,24.453595999999997,24.862181,24.446566,25.061607,24.554191
ACN9,3.133957,4.103166,3.399712,3.353177,3.088116,3.341339,3.633349,3.40955,3.944646,3.448602,2.936074,3.335942,3.538687,2.984666,3.599347,2.851726,3.231383,3.183396,3.290604,3.363922,3.307592,3.206623,3.445622,3.133413,3.424141
ACO1,6.733272,6.713268,7.096433,6.433797,6.825766,6.510497,6.712804,7.430898,6.952317,6.958873,6.275888,6.86182,6.839814,6.686578,6.582346,6.533448,6.885676,6.14089,5.847039,6.279689,6.211697,6.49657,6.638382,7.18867,6.31908
ACO2,12.705323,13.422533999999999,13.480756,13.406165999999999,13.783052000000001,13.00066,12.754888000000001,12.458544,13.283346,14.240217000000001,12.736969,13.407308,13.33614,12.632052,14.751269,13.917114000000002,13.610644,13.470792,13.65482,13.864349,12.797847,13.877785,12.460443000000001,13.283801,13.171707000000001
ACOT1 /// ACOT2,5.818078,5.786058,5.89024,6.204195,7.174786,5.812339,5.94472,6.758069,5.579876,6.119384,6.117433,6.102009,6.131796,5.82461,6.913293,6.477568,6.257653,5.942768,6.073914,6.458488,5.847349,6.307257,5.66196,6.459395,5.322286
ACOT11,10.820877,9.811209,9.435576999999999,9.669896,9.588091,9.653770999999999,11.293246,9.787334,10.140083,9.684095,10.095084,9.948322000000001,9.639175999999999,9.921418,10.018655,9.918241,10.173452000000001,10.202931,9.626354,10.160308,9.895062,9.930879000000001,9.719801,9.819037,9.52128
ACOT13,5.832704,6.972536,6.237447,7.663602,7.193212,7.096021,7.026784,8.009219,7.656379,7.621674,7.063028,7.078066,7.059429,7.490253,7.034085,7.150622,7.085095,6.367582,7.543731,6.595689,6.986183,7.070371,8.163386,6.798362,8.518643
ACOT7,11.681412,12.060324000000001,13.292123,14.210196,11.91165,11.88312,11.937623,11.881373,15.061607,12.269587999999999,12.738241,11.786821,12.623717,13.7792,13.222995000000001,13.417238000000001,13.507873,12.093173,13.329971,13.034903,12.905058,13.454157,13.67723,12.355023,12.227367000000001
ACOT8,6.686575,6.252426,6.415638,6.937207,6.417691,6.529712,6.430498,6.776809,6.829497,7.07209,7.036866,6.908744,6.508418,7.206534,7.254735,6.888575,6.896492,6.621754,6.895448,6.772716,6.839185,6.855165,6.485215,6.395431,6.449069
ACOT9,5.896255,7.021902,7.066595,6.745048,6.39942,6.949227,6.996927,6.494603,7.584606,6.962048,5.832097,6.770724,7.34305,7.019858,6.655126,6.361145,6.858215,6.76666,6.507383,6.305857,6.293776,6.835804,7.873852,6.797443,6.970847
ACOX1,19.898272,22.915837,19.171744,19.357508,18.816104,20.414825,19.365186,19.732112,20.354434,19.481288,19.154482,19.866819,20.87305,20.326845,22.8956,19.28198,20.049926,19.376376,20.99189,20.216624,19.646807,20.829363,21.683598,19.608085,19.330047999999998
ACOX2,5.876961,5.015967,7.134268,9.720927,5.556487,5.089983,6.354142,5.347475,8.431963,6.082469,4.861781,8.298876,8.17604,7.330928,9.113213,5.661758,5.514776,5.045652,6.816829,5.757167,5.196346,5.173018,6.481398,5.061515,7.46774
ACOX3,12.708807,13.323035,13.079811,13.312788000000001,13.277511,11.969059000000001,12.485014,12.430913,11.986657999999998,12.821086000000001,12.430294,12.569747,12.168106,12.173664,11.701703,12.917445,12.518365,12.48857,12.162486000000001,12.932132,12.130576999999999,12.382511999999998,11.146593,13.62988,12.922441
ACOXL,3.376978,3.114542,3.026597,3.145943,3.081606,3.143012,3.279935,3.13559,3.107683,3.074724,3.190547,3.052392,3.164075,3.106294,3.102461,3.211085,3.285568,3.192331,3.220101,3.186259,3.077958,3.140881,3.08861,3.189461,3.016114
ACP1,18.907978999999997,23.812099,21.509054,23.274466,23.340086,21.653508000000002,21.828115,21.163936,24.440436999999996,25.593310000000002,22.175635,26.316173999999997,23.630239000000003,26.168931,25.881152,23.403914,21.764681,24.247106,24.039248,24.571416,25.778976,24.086637,24.290809000000003,22.717627,24.157712000000004
ACP2,7.521667,7.649806,7.566007,7.604444,8.557564,7.53876,7.780107,7.892909,7.454326,7.858342,7.54559,8.333505,7.844546,8.268928,8.544415,6.641341,8.027647,7.692794,7.897027,7.086211,8.352026,7.874328,8.407138,7.649806,7.888618
ACP5,7.900275,7.442608,6.633887,7.225718,6.903556,7.080137,8.262014,8.229298,7.657632,7.925336,7.225731,7.660625,7.039485,8.816533,6.686468,6.444153,9.468609,7.574658,8.104327,6.996296,6.158398,7.193629,6.555787,7.789679,7.340923
ACP6,7.420078,6.946241,7.250729,7.448105,7.246058,6.50352,6.710237,6.727882,7.181951,7.616999,6.669373,7.102139,7.297856,7.095536,7.372792,6.598236,6.998521,6.904628,6.632332,7.420629,6.871261,6.746154,7.891139,6.787297,7.293859
ACPP,4.528688,4.128981,4.249273,3.877815,3.829153,3.882128,4.733954,3.916742,4.39135,3.978825,3.819768,3.962636,3.953196,3.830015,4.028534,3.806443,3.914949,4.219946,4.08459,4.019469,3.914249,3.939424,3.788788,3.878994,3.540128
ACR,6.635824,6.28357,6.15525,6.061473,5.863703,6.26794,6.524777,5.899229,6.20149,6.115796,6.175787,6.054016,6.219219,5.966176,6.200484,6.303678,6.227777,6.092215,6.351022,6.160498,5.952753,6.347082,5.850053,6.110559,5.719013
ACRV1,34.739461,33.211274,31.014637,32.187979,30.966741999999996,32.284662,34.375906,31.120789,33.39229,31.900590999999995,30.090293,31.333454999999997,32.02935,30.419442,31.881853000000003,32.193817,31.531405000000003,32.753061,32.071151,31.928865000000002,31.894739,32.475268,32.072795,32.368392,29.944218
ACSBG1,9.268313000000001,8.799198,8.214762,8.58683,8.266853000000001,8.482859999999999,8.55479,8.009662,8.631833,8.454615,9.001424,8.336979,9.327999,8.134325,8.442863,8.715005999999999,9.178023,8.746881,8.704849,8.586152,8.512845,8.94843,8.28392,8.340325,7.893898999999999
ACSBG2,6.509811,6.364189,5.84163,5.794556,5.673255,5.958557,6.064108,5.813029,6.050299,5.884754,5.713411,5.870575,5.855578,5.334591,5.92637,5.884941,6.003994,5.907873,5.895966,6.039318,5.728871,5.686927,5.596935,6.125084,5.531959
ACSF2,6.638785,6.222664,6.414275,6.269644,5.750767,5.954667,5.997864,6.447975,5.652243,6.603115,6.981456,7.501235,7.528509,5.828767,6.831847,6.130263,6.055073,6.469681,6.81553,6.607033,6.131021,6.029275,6.167924,6.303272,6.102056
ACSL1,11.181926,15.767019000000001,16.649111,15.554475,12.833784,16.662300000000002,14.871058000000001,14.866768,14.311657,14.901042,13.110562000000002,10.951863,16.589641,13.736237,14.258234,13.126978000000001,16.172524,15.880237000000001,15.266221,13.450294,11.798072,15.91721,15.010418,13.77905,16.314477
ACSL3,20.307028,18.879956,25.421299,21.406639,22.656027,18.399752999999997,23.24026,20.915291,23.016937,21.519541,23.484561000000003,24.246618,22.410947999999998,21.841918,20.215854,22.944664,17.39681,23.552998,20.586444999999998,20.070938,22.748039,21.256641,22.987788,22.099378,19.682802000000002
ACSL4,3.22914,3.162062,3.097306,3.287437,3.287361,3.458769,4.133679,3.365618,3.540403,3.173143,3.071132,3.118196,3.199541,3.356694,3.128915,3.187627,3.713261,3.159968,3.262555,3.204571,3.118837,3.191792,3.182437,3.217787,3.367675
ACSL5,5.954342,6.06808,6.322351,5.727179,5.45979,6.017077,5.663475,6.248917,5.663423,5.626141,5.767122,5.478081,5.625472,6.33735,5.723715,5.673985,6.166335,6.356344,6.022879,5.912099,5.694988,6.856494,5.699238,6.388989,6.175182
ACSL6,14.377559999999999,14.068565,13.359159,13.535815,12.866435,13.947005,13.856054,13.4115,13.524643000000001,13.537678,13.612145,13.567148,13.560724,13.203098,14.911752,14.008689,13.834836,13.781859,13.788871,13.9094,13.811463,13.967225,13.160476,13.64392,12.991954
ACSM1,4.434947,4.135267,3.804041,3.989275,3.763772,3.880167,3.950044,3.764362,4.035047,4.083933,3.929745,3.816535,4.25134,3.767523,4.002479,3.918875,4.125599,3.972426,4.019276,4.08137,3.924072,3.805693,3.809098,3.909462,3.730879
ACSM2A /// ACSM2B,5.679633,5.329542,5.129327,5.398028,5.198013,5.789716,5.213361,5.194582,5.362542,5.289532,5.646559,5.082803,5.288675,5.390926,5.508681,5.305566,5.800631,5.259092,5.454477,5.582804,5.497269,5.667552,5.275396,5.207026,4.915222
ACSM3,9.430665000000001,9.607548999999999,8.800342,9.041056999999999,8.718936,9.468111,9.901267,8.630794999999999,9.214355000000001,9.338278,9.083334,8.454971,8.827881999999999,8.705057,9.104061000000002,8.863077,9.97899,8.974519,9.196683,8.910777,8.714158999999999,8.858263,8.747553,9.376090000000001,8.464104
ACSM5,11.761353,11.549566,10.646891,10.81389,10.308098000000001,10.752635999999999,10.84695,10.556595999999999,10.875516000000001,10.609511999999999,10.585011000000002,10.465250000000001,10.855493,10.682352999999999,11.021846,11.036981,11.233463,10.814986999999999,10.920836,10.970205,10.920714,11.251285,10.610806,11.263698999999999,10.129985999999999
ACSS3,5.913218,5.896318,5.802965,5.711572,5.424711,5.477716,5.639958,6.103394,5.654683,6.358941,5.771932,5.522347,6.313877,5.339201,6.942977,5.284059,5.333759,5.644058,6.514097,5.61741,5.555161,5.67231,5.479849,4.848175,5.62267
ACTA1,4.346766,4.704436,4.696946,4.366347,4.569988,4.945874,4.274923,4.733344,4.296369,4.384764,4.563322,4.233785,4.335659,4.45721,4.328021,4.460146,4.617632,4.709079,4.455742,4.637381,4.346927,4.419314,4.376819,4.483273,4.825939
ACTA2,12.261984,12.344374,12.385322,11.314601,13.165885,12.750352,11.368214,12.186347000000001,13.528950000000002,11.959652,10.746119,10.998992000000001,12.46267,11.482009999999999,11.897767,12.255921,12.359392,12.351552000000002,11.385947999999999,11.527813,11.718146,11.46843,13.14214,13.45679,13.933159999999999
ACTB,51.415503,62.079919,60.684242000000005,59.705688,64.25571299999999,62.580115,60.193616000000006,60.822916,62.059101,64.636696,59.72049200000001,59.889421999999996,62.683193,60.769256000000006,61.448702,62.193025999999996,62.819686,63.687861999999996,62.833727,59.629482,60.943751999999996,62.491565,61.414334999999994,58.425073999999995,62.942354
ACTB /// ACTG1,95.80451199999999,102.485161,95.176463,98.38897800000001,95.677855,96.56530200000002,99.32164799999998,97.146874,99.13107499999998,96.965402,96.823359,98.13984699999999,99.13048900000001,99.283558,96.031828,102.950717,95.04335599999999,93.148922,99.94178299999999,99.050278,100.945431,99.15183699999999,96.21166299999999,98.28989399999999,97.85971499999998
ACTBP9 /// ACTBP9,6.415548,7.392025,6.714709,7.252508,7.122626,7.339125,6.980035,6.860052,7.214459,7.813653,6.946355,7.124027,7.267334,7.576912,7.25894,7.356874,7.78122,7.173037,7.314132,6.996296,7.423421,7.551545,7.065733,6.715362,7.451053
ACTC1,6.885501,6.866588,6.499525,6.593041,6.495449,6.746007,6.652659,6.516971,6.67288,6.786367,6.520957,6.654542,6.68675,6.523061,6.535203,6.678336,6.741567,6.579936,6.611445,6.47231,6.664651,6.803042,6.609441,6.473981,6.581074
ACTG1P4 /// AMY1A /// AMY1B /// AMY1C /// AMY2A /// AMY2B,3.774968,5.218129,3.48585,3.465392,3.241329,3.558901,3.359112,3.273794,3.369469,3.410522,3.884494,3.615241,3.457175,3.571638,3.726027,4.728705,3.270088,3.546043,3.801983,3.438039,4.001323,3.341754,3.532362,3.561247,10.527781
ACTG2,5.094973,5.490462,5.155992,5.053851,4.930268,5.809439,4.962344,4.95687,6.200569,5.320729,4.953233,4.970758,5.234697,4.961451,5.171935,5.539976,5.290711,5.729957,5.182623,5.459119,5.026474,5.351645,4.928199,5.59855,4.997766
ACTL6A,4.969323,5.867476,6.165177,5.970936,6.157362,5.592075,5.137326,6.854356,5.633727,5.65275,5.596173,6.493652,5.310058,6.266331,6.198282,5.582219,5.325287,5.671922,5.919573,5.698432,5.895361,5.895473,6.370549,6.158842,6.615685
ACTL6B,10.164321,9.890215999999999,9.511028,9.736156,9.382916000000002,10.212713,9.214361,9.423231,9.35277,9.664924,9.627125,9.192848000000001,9.287381,9.612627,9.455071,9.704274,9.856266000000002,9.635488,9.761809,9.962518,9.4825,9.943223,9.574145,9.776805,9.055615
